Province,Date,negative,presumptive_negative,under_investigation,presumptive_positive,confirmed_positive,resolved,deceased,total_testing,Hospitalization,ICU,Ventilator,source,Note
QC,2020-12-08,2123910,NA,NA,NA,154740,132573,7313,NA,835,114,NA,Input, NA
QC,2020-12-09,2132548,NA,NA,NA,156486,133692,7349,NA,844,121,NA,Input, NA
QC,2020-12-10,2142252,NA,NA,NA,158310,134910,7382,NA,848,113,NA,Input, NA
QC,2020-12-11,2152393,NA,NA,NA,160023,136646,7435,NA,871,123,NA,Input, NA
QC,2020-12-12,2168122,NA,NA,NA,161921,138270,7475,NA,860,129,NA,Input, NA
QC,2020-12-13,2172717,NA,NA,NA,163915,139850,7508,NA,880,123,NA,Input, NA
QC,2020-12-14,2180974,NA,NA,NA,165535,141345,7533,NA,890,122,NA,Input, NA
QC,2020-12-15,2190658,NA,NA,NA,167276,142894,7571,NA,959,125,NA,Input, NA
QC,2020-12-16,2198938,NA,NA,NA,169173,144168,7613,NA,975,128,NA,Input, NA
QC,2020-12-17,2208820,NA,NA,NA,171028,145532,7635,NA,1002,134,NA,Input, NA
QC,2020-12-18,2218000,NA,NA,NA,172801,147398,7671,NA,1011,147,NA,Input, NA
QC,2020-12-19,2227388,NA,NA,NA,174839,149245,7715,NA,1005,142,NA,Input, NA
QC,2020-12-20,2236837,NA,NA,NA,176985,151044,7736,NA,1010,146,NA,Input, NA
QC,2020-12-21,2245331,NA,NA,NA,179093,152869,7766,NA,1048,146,NA,Input, NA
QC,2020-12-22,2253500,NA,NA,NA,181276,154673,7794,NA,1055,137,NA,Input, NA
QC,2020-12-23,2262203,NA,NA,NA,183523,156275,7867,NA,1067,142,NA,Input, NA
QC,2020-12-24,2272080,NA,NA,NA,185872,158201,7913,NA,1052,146,NA,Input, NA
QC,2020-12-25,2282646,NA,NA,NA,189396,158201,7913,NA,958,138,NA,Input, "did not update recover and death"
QC,2020-12-26,2289649,NA,NA,NA,191673,158201,7913,NA,926,133,NA,Input, "did not update recover and death"
QC,2020-12-27,2295445,NA,NA,NA,193776,164163,8023,NA,1085,149,NA,Input, "did not update"
QC,2020-12-28,2297658,NA,NA,NA,195940,166066,8060,NA,1124,150,NA,Input, NA
QC,2020-12-29,2302381,NA,NA,NA,198252,168061,8124,NA,1131,148,NA,Input, NA
QC,2020-12-30,2308027,NA,NA,NA,201120,170045,8165,NA,1211,152,NA,Input, NA
QC,2020-12-31,2314518,NA,NA,NA,203959,172047,8226,NA,1175,165,NA,Input, NA
QC,2021-01-01,2321848,NA,NA,NA,206490,172047,8226,NA,1117,167,NA,Input, "did not update"
QC,2021-01-02,2328394,NA,NA,NA,209238,172047,8226,NA,1075,166,NA,Input, "did not update"
QC,2021-01-03,2334474,NA,NA,NA,211622,179456,8347,NA,1225,179,NA,Input, NA
QC,2021-01-04,2336874,NA,NA,NA,212850,181205,8379,NA,1294,188,NA,Input, NA
QC,2021-01-05,2341990,NA,NA,NA,215358,182602,8441,NA,1317,194,NA,Input, NA
QC,2021-01-06,2348004,NA,NA,NA,217999,184904,8488,NA,1393,202,NA,Input, NA
QC,2021-01-07,2355263,NA,NA,NA,220518,186996,8562,NA,1380,202,NA,Input, NA
QC,2021-01-08,2362787,NA,NA,NA,223106,189937,8606,NA,1403,207,NA,Input, NA
QC,2021-01-09,2370539,NA,NA,NA,226233,192979,8647,NA,1392,206,NA,Input, NA
QC,2021-01-10,2378302,NA,NA,NA,228821,195663,8686,NA,1380,203,NA,Input, NA
QC,2021-01-11,2384246,NA,NA,NA,230690,197938,8737,NA,1436,211,NA,Input, NA
QC,2021-01-12,2390064,NA,NA,NA,232624,199920,8782,NA,1497,221,NA,Input, NA
QC,2021-01-13,2396839,NA,NA,NA,234695,202166,8815,NA,1516,229,NA,Input, NA
QC,2021-01-14,2403850,NA,NA,NA,236827,204741,8878,NA,1523,230,NA,Input, NA
QC,2021-01-15,2410469,NA,NA,NA,238745,207934,8938,NA,1496,231,NA,Input, NA
QC,2021-01-16,2417975,NA,NA,NA,240970,210364,9005,NA,1474,227,NA,Input, NA
QC,2021-01-17,2425518,NA,NA,NA,242714,213008,9055,NA,1460,215,NA,Input, NA
QC,2021-01-18,2431561,NA,NA,NA,244348,215325,9087,NA,1491,217,NA,Input, NA
QC,2021-01-19,2436660,NA,NA,NA,245734,217575,9142,NA,1500,212,NA,Input, NA
QC,2021-01-20,2442878,NA,NA,NA,247236,219592,9208,NA,1467,216,NA,Input, NA
QC,2021-01-21,2450266,NA,NA,NA,248860,221327,9273,NA,1453,216,NA,Input, NA
QC,2021-01-22,2446345,NA,NA,NA,250491,223367,9361,NA,1426,212,NA,Input, NA
QC,2021-01-23,2468486,NA,NA,NA,252176,225245,9437,NA,1383,216,NA,Input, NA
QC,2021-01-24,2489066,NA,NA,NA,253633,227215,9478,NA,1327,219,NA,Input, NA
QC,2021-01-25,2495824,NA,NA,NA,254836,228887,9521,NA,1321,217,NA,Input, NA
QC,2021-01-26,2502300,NA,NA,NA,256002,230803,9577,NA,1324,217,NA,Input, NA
QC,2021-01-27,2509795,NA,NA,NA,257330,232221,9630,NA,1290,221,NA,Input, NA
QC,2021-01-28,2518234,NA,NA,NA,258698,233768,9667,NA,1264,212,NA,Input, NA
QC,2021-01-29,2526779,NA,NA,NA,259993,235516,9717,NA,1217,209,NA,Input, NA
QC,2021-01-30,2535038,NA,NA,NA,261360,237088,9763,NA,1163,201,NA,Input, NA
QC,2021-01-31,2542534,NA,NA,NA,262583,238648,9794,NA,1136,191,NA,Input, NA
QC,2021-02-01,2549540,NA,NA,NA,263473,240083,9826,NA,1144,183,NA,Input, NA
QC,2021-02-02,2555745,NA,NA,NA,264526,241537,9862,NA,1110,178,NA,Input, NA
QC,2021-02-03,2563267,NA,NA,NA,265579,242692,9899,NA,1106,177,NA,Input, NA
QC,2021-02-04,2571311,NA,NA,NA,266672,243769,9941,NA,1070,175,NA,Input, NA
QC,2021-02-05,2579035,NA,NA,NA,267773,245339,9973,NA,1040,168,NA,Input, NA
QC,2021-02-06,2587140,NA,NA,NA,268977,246695,9999,NA,982,159,NA,Input, NA
QC,2021-02-07,2594559,NA,NA,NA,270058,248112,10031,NA,963,158,NA,Input, NA
QC,2021-02-08,2600824,NA,NA,NA,270911,249361,10046,NA,969,160,NA,Input, NA
QC,2021-02-09,2606755,NA,NA,NA,271737,250652,10078,NA,940,145,NA,Input, NA
QC,2021-02-10,2614458,NA,NA,NA,272726,251620,10112,NA,918,148,NA,Input, NA
QC,2021-02-11,2623478,NA,NA,NA,273847,252651,10149,NA,874,143,NA,Input, NA
QC,2021-02-12,2623478,NA,NA,NA,274831,254001,10173,NA,849,137,NA,Input, NA
QC,2021-02-13,2641123,NA,NA,NA,275880,255146,10201,NA,812,130,NA,Input, NA
QC,2021-02-14,2648590,NA,NA,NA,276790,256270,10214,NA,805,132,NA,Input, NA
QC,2021-02-15,2655191,NA,NA,NA,277518,257434,10229,NA,804,136,NA,Input, NA
QC,2021-02-16,2661761,NA,NA,NA,278187,258542,10246,NA,771,134,NA,Input, NA
BC,2020-03-13,NA,NA,NA,NA,73,NA,0,6326,NA,NA,NA,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements ,NA
BC,2020-03-15,NA,NA,NA,NA,73,4,1,6326,NA,NA,NA,Input,NA
BC,2020-03-16,NA,NA,NA,NA,103,5,7,6326,NA,NA,NA,Input,NA
BC,2020-03-17,NA,NA,NA,NA,186,5,7,6326,NA,NA,NA,Input,NA
BC,2020-03-18,NA,NA,NA,NA,231,5,7,6326,13,7,NA,Input,NA
BC,2020-03-19,NA,NA,NA,NA,271,5,7,6326,17,9,NA,Input,NA
BC,2020-03-20,NA,NA,NA,NA,348,6,9,17912,22,10,NA,Input,NA
BC,2020-03-21,NA,NA,NA,NA,424,6,10,17912,15,12,NA,Input,NA
BC,2020-03-22,NA,NA,NA,NA,424,6,10,21296,17,13,NA,Input,"Did not update"
BC,2020-03-23,NA,NA,NA,NA,539,146,13,26681,33,14,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_March_23_2020.pdf ,NA
BC,2020-03-24,NA,NA,NA,NA,617,173,13,26681,59,23,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_March_24_2020%20Final.pdf ,NA
BC,2020-03-25,NA,NA,NA,NA,659,183,14,31739,64,26,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_March_25_final.pdf ,NA
BC,2020-03-26,NA,NA,NA,NA,725,186,14,34561,66,26,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_March_26%20Final.pdf ,NA
BC,2020-03-27,NA,NA,NA,NA,792,275,16,36643,73,39,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_March_27_final.pdf ,NA
BC,2020-03-28,NA,NA,NA,NA,884,396,17,38697,81,52,NA,Input,NA
BC,2020-03-29,NA,NA,NA,NA,884,396,17,38697,94,56,NA,Input,"Did not update"
BC,2020-03-30,NA,NA,NA,NA,970,469,19,42028,106,60,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_March_30_final.pdf ,NA
BC,2020-03-31,NA,NA,NA,NA,1013,507,24,43229,128,61,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_March_31.pdf ,NA
BC,2020-04-01,NA,NA,NA,NA,1066,606,25,44639,142,67,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_April_1%20Final.pdf ,NA
BC,2020-04-02,NA,NA,NA,NA,1121,641,31,45966,149,68,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_April_2%20Final.pdf  ,NA
BC,2020-04-03,NA,NA,NA,NA,1174,673,35,47352,164,64,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_April_3%20Final.pdf  ,NA
BC,2020-04-04,NA,NA,NA,NA,1203,704,38,48508,149,68,NA,Input,NA
BC,2020-04-05,NA,NA,NA,NA,1203,704,38,48508,137,70,NA,Input,"did not update"
BC,2020-04-06,NA,NA,NA,NA,1266,783,39,50350,140,72,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_April_6_final.pdf ,NA
BC,2020-04-07,NA,NA,NA,NA,1291,805,43,51423,138,66,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_April_7.pdf ,"Hosp and ICU data filled in from situation reports; cumulative ICU are avaliable on the last page on the situation report"
BC,2020-04-08,NA,NA,NA,NA,1336,838,48,52412,135,61,NA,http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_April_8%20final.pdf , "hosp/icu prevalence filled in: https://www.cbc.ca/news/canada/british-columbia/bc-ontario-quebec-covid-19-1.5524056"
BC,2020-04-09,NA,NA,NA,NA,1370,858,50,53505,132,68,NA,Input, NA
BC,2020-04-10,NA,NA,NA,NA,1410,879,55,53505,128,65,NA,Input, "did not update total testing"
BC,2020-04-11,NA,NA,NA,NA,1445,905,58,56142,134,63,NA,Input, NA
BC,2020-04-12,NA,NA,NA,NA,1470,905,58,56142,136,60,NA,Input, "did not update total testing"
BC,2020-04-13,NA,NA,NA,NA,1490,926,69,56142,137,58,NA,Input, "did not update total testing"
BC,2020-04-14,NA,NA,NA,NA,1517,942,72,58626,134,58,NA,Input, NA
BC,2020-04-15,NA,NA,NA,NA,1561,955,75,58626,131,59,NA,Input, "did not update total testing"
BC,2020-04-16,NA,NA,NA,NA,1575,983,77,59185,120,56,NA,Input, "merging with the new system."
BC,2020-04-17,NA,NA,NA,NA,1618,966,78,60668,119,52,NA,Input, NA
BC,2020-04-18,NA,NA,NA,NA,1647,987,81,60668,115,55,NA,Input, "waiting for testing data"
BC,2020-04-19,NA,NA,NA,NA,1676,987,84,60668,109,52,NA,Input, "did not update recoverd, using testing data to update total test"
BC,2020-04-20,NA,NA,NA,NA,1699,1039,86,64375,104,49,NA,Input, NA
BC,2020-04-21,NA,NA,NA,NA,1724,1041,87,65545,109,51,NA,Input, NA
BC,2020-04-22,NA,NA,NA,NA,1795,1079,90,66977,103,46,NA,Input, NA
BC,2020-04-23,NA,NA,NA,NA,1824,1092,94,68553,103,44,NA,Input, "need arcgis login"
BC,2020-04-24,NA,NA,NA,NA,1853,1114,98,71415,96,41,NA,Input, NA
BC,2020-04-25,NA,NA,NA,NA,1948,1137,100,71415,96,41,NA,Input, "waiting for total test"
BC,2020-04-26,NA,NA,NA,NA,1948,1137,100,71415,96,41,NA,Input, "did not update"
BC,2020-04-27,NA,NA,NA,NA,1998,1190,103,78665,97,36,NA,Input, NA
BC,2020-04-28,NA,NA,NA,NA,2053,1231,105,80888,94,37,NA,Input, NA
BC,2020-04-29,NA,NA,NA,NA,2087,1305,109,83425,89,35,NA,Input, NA
BC,2020-04-30,NA,NA,NA,NA,2112,1322,111,86030,82,30,NA,Input, NA
BC,2020-05-01,NA,NA,NA,NA,2145,1357,112,88670,79,23,NA,Input, NA
BC,2020-05-02,NA,NA,NA,NA,2171,1376,114,91821,72,24,NA,Input, NA
BC,2020-05-03,NA,NA,NA,NA,2205,1376,114,94435,72,24,NA,Input, NA
BC,2020-05-04,NA,NA,NA,NA,2224,1417,117,96516,77,20,NA,Input, NA
BC,2020-05-05,NA,NA,NA,NA,2232,1472,121,98199,78,21,NA,Input, NA
BC,2020-05-06,NA,NA,NA,NA,2255,1494,124,100093,74,19,NA,Input, NA
BC,2020-05-07,NA,NA,NA,NA,2288,1512,126,102710,76,20,NA,Input, NA
BC,2020-05-08,NA,NA,NA,NA,2315,1579,127,104994,73,20,NA,Input, NA
BC,2020-05-09,NA,NA,NA,NA,2330,1659,129,104994,69,21,NA,Input, "did not update total test"
BC,2020-05-10,NA,NA,NA,NA,2330,1659,129,104994,69,21,NA,Input, "did not update"
BC,2020-05-11,NA,NA,NA,NA,2353,1719,130,111498,66,18,NA,Input, NA
BC,2020-05-12,NA,NA,NA,NA,2360,1832,131,112994,63,16,NA,Input, NA
BC,2020-05-13,NA,NA,NA,NA,2376,1859,132,114761,59,14,NA,Input, NA
BC,2020-05-14,NA,NA,NA,NA,2392,1885,135,116764,58,12,NA,Input, NA
BC,2020-05-15,NA,NA,NA,NA,2407,1908,140,118335,51,12,NA,Input, NA
BC,2020-05-16,NA,NA,NA,NA,2428,1932,141,118335,51,12,NA,Input, "did not update new test, hosp and icu"
BC,2020-05-17,NA,NA,NA,NA,2428,1932,141,118335,51,12,NA,Input, "did not update"
BC,2020-05-18,NA,NA,NA,NA,2428,1932,141,118335,51,12,NA,Input, "did not update"
BC,2020-05-19,NA,NA,NA,NA,2446,1975,146,125044,45,12,NA,Input, NA
BC,2020-05-20,NA,NA,NA,NA,2467,2001,149,126236,43,10,NA,Input, NA
BC,2020-05-21,NA,NA,NA,NA,2479,2020,152,127786,43,8,NA,Input, NA
BC,2020-05-22,NA,NA,NA,NA,2507,2042,155,129942,41,8,NA,Input, NA
BC,2020-05-23,NA,NA,NA,NA,2507,2042,155,129942,41,8,NA,Input, "did not update"
BC,2020-05-24,NA,NA,NA,NA,2507,2042,155,129942,41,8,NA,Input, "did not update"
BC,2020-05-25,NA,NA,NA,NA,2530,2102,161,135190,37,7,NA,Input, NA
BC,2020-05-26,NA,NA,NA,NA,2541,2122,161,136321,37,7,NA,Input, NA
BC,2020-05-27,NA,NA,NA,NA,2550,2144,162,138043,37,7,NA,Input, NA
BC,2020-05-28,NA,NA,NA,NA,2558,2153,164,140136,33,6,NA,Input, NA
BC,2020-05-29,NA,NA,NA,NA,2562,2170,164,141392,34,6,NA,Input, NA
BC,2020-05-30,NA,NA,NA,NA,2573,2181,164,141392,34,6,NA,Input, "total test, hosp, icu did not update"
BC,2020-05-31,NA,NA,NA,NA,2573,2181,164,141392,34,6,NA,Input, "did not update"
BC,2020-06-01,NA,NA,NA,NA,2597,2207,166,146432,32,5,NA,Input, NA
BC,2020-06-02,NA,NA,NA,NA,2601,2207,165,147757,31,8,NA,Input, "death went down by one"
BC,2020-06-03,NA,NA,NA,NA,2623,2243,166,149477,32,7,NA,Input, NA
BC,2020-06-04,NA,NA,NA,NA,2632,2265,166,151458,26,6,NA,Input, NA
BC,2020-06-05,NA,NA,NA,NA,2632,2272,167,153359,21,5,NA,Input, NA
BC,2020-06-06,NA,NA,NA,NA,2632,2272,167,153359,21,5,NA,Input, "did not update"
BC,2020-06-07,NA,NA,NA,NA,2632,2272,167,153359,21,5,NA,Input, "did not update"
BC,2020-06-08,NA,NA,NA,NA,2659,2309,167,158040,14,4,NA,Input, NA
BC,2020-06-09,NA,NA,NA,NA,2669,2319,167,159995,15,4,NA,Input, NA
BC,2020-06-10,NA,NA,NA,NA,2680,2328,167,161434,12,4,NA,Input, NA
BC,2020-06-11,NA,NA,NA,NA,2694,2344,167,163356,13,5,NA,Input, NA
BC,2020-06-12,NA,NA,NA,NA,2709,2354,168,165256,12,3,NA,Input, NA
BC,2020-06-13,NA,NA,NA,NA,2709,2354,168,165256,12,3,NA,Input, "did not update"
BC,2020-06-14,NA,NA,NA,NA,2709,2354,168,165256,12,3,NA,Input, "did not update"
BC,2020-06-15,NA,NA,NA,NA,2745,2395,168,168248,13,4,NA,Input, NA
BC,2020-06-16,NA,NA,NA,NA,2756,2416,168,169717,11,5,NA,Input, NA
BC,2020-06-17,NA,NA,NA,NA,2775,2422,168,171583,11,5,NA,Input, NA
BC,2020-06-18,NA,NA,NA,NA,2783,2425,168,173607,10,5,NA,Input, NA
BC,2020-06-19,NA,NA,NA,NA,2790,2444,168,175454,11,6,NA,Input, NA
BC,2020-06-20,NA,NA,NA,NA,2790,2444,168,175454,11,6,NA,Input, "did not update"
BC,2020-06-21,NA,NA,NA,NA,2790,2444,168,175454,11,6,NA,Input, "did not update"
BC,2020-06-22,NA,NA,NA,NA,2822,2471,169,180473,14,6,NA,Input, NA
BC,2020-06-23,NA,NA,NA,NA,2835,2491,170,181704,16,7,NA,Input, NA
BC,2020-06-24,NA,NA,NA,NA,2849,2516,171,183368,14,7,NA,Input, NA
BC,2020-06-25,NA,NA,NA,NA,2869,2517,173,185759,15,7,NA,Input, NA
BC,2020-06-26,NA,NA,NA,NA,2878,2545,174,187748,17,5,NA,Input, NA
BC,2020-06-27,NA,NA,NA,NA,2878,2545,174,187748,17,5,NA,Input, "did not update"
BC,2020-06-28,NA,NA,NA,NA,2878,2545,174,187748,17,5,NA,Input, "did not update"
BC,2020-06-29,NA,NA,NA,NA,2904,2577,174,192432,18,5,NA,Input, NA
BC,2020-06-30,NA,NA,NA,NA,2916,2590,174,193752,18,4,NA,Input, NA
BC,2020-07-01,NA,NA,NA,NA,2916,2590,174,193752,18,4,NA,Input, "did not update"
BC,2020-07-02,NA,NA,NA,NA,2940,2603,177,193752,18,4,NA,Input, "late fillin, hosp and ICU not filled"
BC,2020-07-03,NA,NA,NA,NA,2947,2608,177,198765,19,2,NA,Input, NA
BC,2020-07-04,NA,NA,NA,NA,2947,2608,177,198765,19,2,NA,Input, "did not update"
BC,2020-07-05,NA,NA,NA,NA,2947,2608,177,198765,19,2,NA,Input, "did not update"
BC,2020-07-06,NA,NA,NA,NA,2978,2629,183,204394,19,2,NA,Input, "late fillin, hosp and ICU not filled"
BC,2020-07-07,NA,NA,NA,NA,2990,2645,183,205637,19,2,NA,Input, "late fillin, hosp and ICU not filled from now on"
BC,2020-07-08,NA,NA,NA,NA,3008,2660,186,207696,17,3,NA,Input, NA
BC,2020-07-09,NA,NA,NA,NA,3028,2667,186,209835,17,3,NA,Input, NA
BC,2020-07-10,NA,NA,NA,NA,3053,2679,187,212459,17,3,NA,Input, NA
BC,2020-07-11,NA,NA,NA,NA,3053,2679,187,212459,17,3,NA,Input, NA
BC,2020-07-12,NA,NA,NA,NA,3053,2679,187,212459,17,3,NA,Input, NA
BC,2020-07-13,NA,NA,NA,NA,3115,2718,189,219601,17,3,NA,Input, NA
BC,2020-07-14,NA,NA,NA,NA,3128,2730,189,221097,17,3,NA,Input, NA
BC,2020-07-15,NA,NA,NA,NA,3149,2753,189,223493,17,3,NA,Input, NA
BC,2020-07-16,NA,NA,NA,NA,3170,2789,189,226147,17,3,NA,Input, NA
BC,2020-07-17,NA,NA,NA,NA,3197,2802,189,229293,17,3,NA,Input, NA
BC,2020-07-18,NA,NA,NA,NA,3197,2802,189,229293,17,3,NA,Input, NA
BC,2020-07-19,NA,NA,NA,NA,3197,2802,189,229293,17,3,NA,Input, NA
BC,2020-07-20,NA,NA,NA,NA,3297,2858,189,236669,17,3,NA,Input, NA
BC,2020-07-21,NA,NA,NA,NA,3328,2873,189,238346,17,3,NA,Input, NA
BC,2020-07-22,NA,NA,NA,NA,3362,2888,189,241013,17,3,NA,Input, NA
BC,2020-07-23,NA,NA,NA,NA,3392,2898,190,244149,17,3,NA,Input, NA
BC,2020-07-24,NA,NA,NA,NA,3419,2934,191,246715,12,3,NA,Input, NA
BC,2020-07-25,NA,NA,NA,NA,3419,2934,191,246715,12,3,NA,Input, NA
BC,2020-07-26,NA,NA,NA,NA,3419,2934,191,246715,12,3,NA,Input, NA
BC,2020-07-27,NA,NA,NA,NA,3500,3043,193,253873,11,3,NA,Input, NA
BC,2020-07-28,NA,NA,NA,NA,3523,3076,194,255728,9,3,NA,Input, NA
BC,2020-07-29,NA,NA,NA,NA,3562,3109,194,258368,6,2,NA,Input, NA
BC,2020-07-30,NA,NA,NA,NA,3591,3155,194,261738,5,2,NA,Input, NA
BC,2020-07-31,NA,NA,NA,NA,3642,3168,195,265004,5,2,NA,Input, NA
BC,2020-08-01,NA,NA,NA,NA,3642,3168,195,265004,5,2,NA,Input, "did not update"
BC,2020-08-02,NA,NA,NA,NA,3642,3168,195,265004,5,2,NA,Input, "did not update"
BC,2020-08-03,NA,NA,NA,NA,3643,3168,195,265004,5,2,NA,Input, "did not update"
BC,2020-08-04,NA,NA,NA,NA,3788,3273,195,272453,8,4,NA,Input, NA
BC,2020-08-05,NA,NA,NA,NA,3834,3288,195,274179,9,6,NA,Input, NA
BC,2020-08-06,NA,NA,NA,NA,3881,3315,195,276739,11,5,NA,Input, NA
BC,2020-08-07,NA,NA,NA,NA,3933,3353,195,279722,11,7,NA,Input, NA
BC,2020-08-08,NA,NA,NA,NA,3933,3353,195,279722,NA,NA,NA,Input, NA
BC,2020-08-09,NA,NA,NA,NA,3933,3353,195,279722,NA,NA,NA,Input, NA
BC,2020-08-10,NA,NA,NA,NA,4063,3425,195,288078,11,4,NA,Input, NA
BC,2020-08-11,NA,NA,NA,NA,4108,3444,195,290150,NA,NA,NA,Input, NA
BC,2020-08-12,NA,NA,NA,NA,4194,3469,196,293127,8,5,NA,Input, NA
BC,2020-08-13,NA,NA,NA,NA,4280,3500,196,296742,NA,NA,NA,Input, NA
BC,2020-08-14,NA,NA,NA,NA,4355,3533,196,300230,9,4,NA,Input, NA
BC,2020-08-15,NA,NA,NA,NA,4355,3533,196,300230,NA,NA,NA,Input, NA
BC,2020-08-16,NA,NA,NA,NA,4355,3533,196,300230,NA,NA,NA,Input, NA
BC,2020-08-17,NA,NA,NA,NA,4594,3653,198,310960,12,4,NA,Input, NA
BC,2020-08-18,NA,NA,NA,NA,4677,3704,198,313285,NA,NA,NA,Input, NA
BC,2020-08-19,NA,NA,NA,NA,4745,3749,198,316782,6,3,NA,Input, NA
BC,2020-08-20,NA,NA,NA,NA,4825,3845,200,320989,NA,NA,NA,Input, NA
BC,2020-08-21,NA,NA,NA,NA,4915,3889,202,325359,11,4,NA,Input, NA
BC,2020-08-22,NA,NA,NA,NA,4915,3889,202,325359,NA,NA,NA,Input, NA
BC,2020-08-23,NA,NA,NA,NA,4915,3889,202,325359,NA,NA,NA,Input, NA
BC,2020-08-24,NA,NA,NA,NA,5184,4068,203,336726,13,5,NA,Input, NA
BC,2020-08-25,NA,NA,NA,NA,5242,4114,203,338756,NA,NA,NA,Input, NA
BC,2020-08-26,NA,NA,NA,NA,5304,4199,203,343165,22,7,NA,Input, NA
BC,2020-08-27,NA,NA,NA,NA,5372,4253,204,347757,NA,NA,NA,Input, NA
BC,2020-08-28,NA,NA,NA,NA,5496,4310,204,353174,23,7,NA,Input, NA
BC,2020-08-29,NA,NA,NA,NA,5496,4310,204,353174,NA,NA,NA,Input, NA
BC,2020-08-30,NA,NA,NA,NA,5496,4310,204,353174,NA,NA,NA,Input, NA
BC,2020-08-31,NA,NA,NA,NA,5792,4406,208,366635,23,7,NA,Input, NA
BC,2020-09-01,NA,NA,NA,NA,5850,4505,209,369162,NA,NA,NA,Input, NA
BC,2020-09-02,NA,NA,NA,NA,5953,4605,209,374409,31,10,NA,Input, NA
BC,2020-09-03,NA,NA,NA,NA,6042,4644,210,380144,NA,NA,NA,Input, NA
BC,2020-09-04,NA,NA,NA,NA,6163,4706,211,386121,34,11,NA,Input, NA
BC,2020-09-05,NA,NA,NA,NA,6163,4706,211,386121,NA,NA,NA,Input, NA
BC,2020-09-06,NA,NA,NA,NA,6163,4706,211,386121,NA,NA,NA,Input, NA
BC,2020-09-07,NA,NA,NA,NA,6163,4706,211,386121,NA,NA,NA,Input, NA
BC,2020-09-08,NA,NA,NA,NA,6591,4978,213,404714,31,12,NA,Input, NA
BC,2020-09-09,NA,NA,NA,NA,6691,5086,213,408306,NA,NA,NA,Input, NA
BC,2020-09-10,NA,NA,NA,NA,6830,5190,213,414020,37,15,NA,Input, NA
BC,2020-09-11,NA,NA,NA,NA,6962,5273,213,420556,32,12,NA,Input, NA
BC,2020-09-12,NA,NA,NA,NA,6962,5273,213,420556,NA,NA,NA,Input, NA
BC,2020-09-13,NA,NA,NA,NA,6962,5273,213,420556,NA,NA,NA,Input, NA
BC,2020-09-14,NA,NA,NA,NA,7279,5446,219,437681,49,10,NA,Input, NA
BC,2020-09-15,NA,NA,NA,NA,7376,5548,219,441279,NA,NA,NA,Input, NA
BC,2020-09-16,NA,NA,NA,NA,7498,5646,219,447721,63,20,NA,Input, NA
BC,2020-09-17,NA,NA,NA,NA,7663,5719,220,455395,NA,NA,NA,Input, NA
BC,2020-09-18,NA,NA,NA,NA,7842,5797,223,461144,57,22,NA,Input, NA
BC,2020-09-19,NA,NA,NA,NA,7842,5797,223,461144,NA,NA,NA,Input, NA
BC,2020-09-20,NA,NA,NA,NA,7842,5797,223,461144,NA,NA,NA,Input, NA
BC,2020-09-21,NA,NA,NA,NA,8208,5972,227,479574,59,20,NA,Input, NA
BC,2020-09-22,NA,NA,NA,NA,8304,6589,227,483979,NA,NA,NA,Input, NA
BC,2020-09-23,NA,NA,NA,NA,8395,6769,227,490377,61,22,NA,Input, NA
BC,2020-09-24,NA,NA,NA,NA,8543,6917,229,497982,NA,NA,NA,Input, NA
BC,2020-09-25,NA,NA,NA,NA,8641,7036,230,506520,61,20,NA,Input, NA
BC,2020-09-26,NA,NA,NA,NA,8641,7036,230,506520,NA,NA,NA,Input, NA
BC,2020-09-27,NA,NA,NA,NA,8641,7036,230,506520,NA,NA,NA,Input, NA
BC,2020-09-28,NA,NA,NA,NA,8908,7346,233,528207,62,19,NA,Input, NA
BC,2020-09-29,NA,NA,NA,NA,9013,7485,234,534461,69,20,NA,Input, NA
BC,2020-09-30,NA,NA,NA,NA,9138,7591,234,544271,72,21,NA,Input, NA
BC,2020-10-01,NA,NA,NA,NA,9220,7695,235,555170,69,19,NA,Input, NA
BC,2020-10-02,NA,NA,NA,NA,9381,7813,238,567034,63,16,NA,Input, NA
BC,2020-10-03,NA,NA,NA,NA,9381,7813,238,567034,63,16,NA,Input, "did not update"
BC,2020-10-04,NA,NA,NA,NA,9381,7813,238,567034,63,16,NA,Input, "did not update"
